# Name: Chenying Wang
# Email: chenying.wang@usc.edu
# USC ID: ****-****-**
# Date: Friday, March 20, 2020
../img/hw4/train/blanket1.raw,blanket
../img/hw4/train/blanket2.raw,blanket
../img/hw4/train/blanket3.raw,blanket
../img/hw4/train/blanket4.raw,blanket
../img/hw4/train/blanket5.raw,blanket
../img/hw4/train/blanket6.raw,blanket
../img/hw4/train/blanket7.raw,blanket
../img/hw4/train/blanket8.raw,blanket
../img/hw4/train/blanket9.raw,blanket
../img/hw4/train/brick1.raw,brick
../img/hw4/train/brick2.raw,brick
../img/hw4/train/brick3.raw,brick
../img/hw4/train/brick4.raw,brick
../img/hw4/train/brick5.raw,brick
../img/hw4/train/brick6.raw,brick
../img/hw4/train/brick7.raw,brick
../img/hw4/train/brick8.raw,brick
../img/hw4/train/brick9.raw,brick
../img/hw4/train/grass1.raw,grass
../img/hw4/train/grass2.raw,grass
../img/hw4/train/grass3.raw,grass
../img/hw4/train/grass4.raw,grass
../img/hw4/train/grass5.raw,grass
../img/hw4/train/grass6.raw,grass
../img/hw4/train/grass7.raw,grass
../img/hw4/train/grass8.raw,grass
../img/hw4/train/grass9.raw,grass
../img/hw4/train/rice1.raw,rice
../img/hw4/train/rice2.raw,rice
../img/hw4/train/rice3.raw,rice
../img/hw4/train/rice4.raw,rice
../img/hw4/train/rice5.raw,rice
../img/hw4/train/rice6.raw,rice
../img/hw4/train/rice7.raw,rice
../img/hw4/train/rice8.raw,rice
../img/hw4/train/rice9.raw,rice
